study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB22684	SAMEA104683843	ERX2439715	ERR2398912	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2398912/ERR2398912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2398912/ERR2398912_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398912/NCAP-SELEX__ligand-lig200__TF-DRGX__cycle-1__batch-FJ45__well-G9__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398912/NCAP-SELEX__ligand-lig200__TF-DRGX__cycle-1__batch-FJ45__well-G9__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/002/ERR2398912
PRJEB22684	SAMEA104683844	ERX2439716	ERR2398913	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2398913/ERR2398913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2398913/ERR2398913_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398913/NCAP-SELEX__ligand-lig200__TF-DRGX__cycle-2__batch-FJ45__well-G9__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398913/NCAP-SELEX__ligand-lig200__TF-DRGX__cycle-2__batch-FJ45__well-G9__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/003/ERR2398913
PRJEB22684	SAMEA104683845	ERX2439717	ERR2398914	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2398914/ERR2398914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2398914/ERR2398914_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398914/NCAP-SELEX__ligand-lig200__TF-DRGX__cycle-3__batch-FJ45__well-G9__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398914/NCAP-SELEX__ligand-lig200__TF-DRGX__cycle-3__batch-FJ45__well-G9__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/004/ERR2398914
PRJEB22684	SAMEA104683846	ERX2439718	ERR2398915	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2398915/ERR2398915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2398915/ERR2398915_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398915/NCAP-SELEX__ligand-lig200__TF-DRGX__cycle-4__batch-FJ45__well-G9__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398915/NCAP-SELEX__ligand-lig200__TF-DRGX__cycle-4__batch-FJ45__well-G9__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/005/ERR2398915
PRJEB22684	SAMEA104683847	ERX2439719	ERR2398916	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2398916/ERR2398916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2398916/ERR2398916_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398916/NCAP-SELEX__ligand-lig200__TF-DUXA__cycle-1__batch-FJ45__well-E8__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398916/NCAP-SELEX__ligand-lig200__TF-DUXA__cycle-1__batch-FJ45__well-E8__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/006/ERR2398916
PRJEB22684	SAMEA104683848	ERX2439720	ERR2398917	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2398917/ERR2398917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2398917/ERR2398917_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398917/NCAP-SELEX__ligand-lig200__TF-DUXA__cycle-2__batch-FJ45__well-E8__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398917/NCAP-SELEX__ligand-lig200__TF-DUXA__cycle-2__batch-FJ45__well-E8__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/007/ERR2398917
PRJEB22684	SAMEA104683849	ERX2439721	ERR2398918	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2398918/ERR2398918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2398918/ERR2398918_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398918/NCAP-SELEX__ligand-lig200__TF-DUXA__cycle-3__batch-FJ45__well-E8__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398918/NCAP-SELEX__ligand-lig200__TF-DUXA__cycle-3__batch-FJ45__well-E8__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/008/ERR2398918
PRJEB22684	SAMEA104683850	ERX2439722	ERR2398919	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2398919/ERR2398919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2398919/ERR2398919_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398919/NCAP-SELEX__ligand-lig200__TF-DUXA__cycle-4__batch-FJ45__well-E8__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398919/NCAP-SELEX__ligand-lig200__TF-DUXA__cycle-4__batch-FJ45__well-E8__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/009/ERR2398919
PRJEB22684	SAMEA104683851	ERX2439723	ERR2398920	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2398920/ERR2398920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2398920/ERR2398920_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398920/NCAP-SELEX__ligand-lig200__TF-E2F4__cycle-1__batch-FJ44__well-A21__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398920/NCAP-SELEX__ligand-lig200__TF-E2F4__cycle-1__batch-FJ44__well-A21__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/000/ERR2398920
PRJEB22684	SAMEA104683852	ERX2439724	ERR2398921	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2398921/ERR2398921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2398921/ERR2398921_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398921/NCAP-SELEX__ligand-lig200__TF-E2F4__cycle-2__batch-FJ44__well-A21__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398921/NCAP-SELEX__ligand-lig200__TF-E2F4__cycle-2__batch-FJ44__well-A21__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/001/ERR2398921
PRJEB22684	SAMEA104683853	ERX2439725	ERR2398922	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2398922/ERR2398922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2398922/ERR2398922_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398922/NCAP-SELEX__ligand-lig200__TF-E2F4__cycle-3__batch-FJ44__well-A21__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398922/NCAP-SELEX__ligand-lig200__TF-E2F4__cycle-3__batch-FJ44__well-A21__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/002/ERR2398922
PRJEB22684	SAMEA104683854	ERX2439726	ERR2398923	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2398923/ERR2398923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2398923/ERR2398923_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398923/NCAP-SELEX__ligand-lig200__TF-E2F4__cycle-4__batch-FJ44__well-A21__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398923/NCAP-SELEX__ligand-lig200__TF-E2F4__cycle-4__batch-FJ44__well-A21__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/003/ERR2398923
PRJEB22684	SAMEA104683855	ERX2439727	ERR2398924	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2398924/ERR2398924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2398924/ERR2398924_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398924/NCAP-SELEX__ligand-lig200__TF-E2F8__cycle-1__batch-FJ44__well-I16__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398924/NCAP-SELEX__ligand-lig200__TF-E2F8__cycle-1__batch-FJ44__well-I16__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/004/ERR2398924
PRJEB22684	SAMEA104683856	ERX2439728	ERR2398925	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2398925/ERR2398925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2398925/ERR2398925_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398925/NCAP-SELEX__ligand-lig200__TF-E2F8__cycle-2__batch-FJ44__well-I16__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398925/NCAP-SELEX__ligand-lig200__TF-E2F8__cycle-2__batch-FJ44__well-I16__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/005/ERR2398925
PRJEB22684	SAMEA104683857	ERX2439729	ERR2398926	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2398926/ERR2398926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2398926/ERR2398926_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398926/NCAP-SELEX__ligand-lig200__TF-E2F8__cycle-3__batch-FJ44__well-I16__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398926/NCAP-SELEX__ligand-lig200__TF-E2F8__cycle-3__batch-FJ44__well-I16__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/006/ERR2398926
PRJEB22684	SAMEA104683858	ERX2439730	ERR2398927	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2398927/ERR2398927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2398927/ERR2398927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398927/NCAP-SELEX__ligand-lig200__TF-E2F8__cycle-4__batch-FJ44__well-I16__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398927/NCAP-SELEX__ligand-lig200__TF-E2F8__cycle-4__batch-FJ44__well-I16__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/007/ERR2398927
PRJEB22684	SAMEA104683859	ERX2439731	ERR2398928	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2398928/ERR2398928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2398928/ERR2398928_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398928/NCAP-SELEX__ligand-lig200__TF-ELF1__cycle-1__batch-FJ45__well-F15__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398928/NCAP-SELEX__ligand-lig200__TF-ELF1__cycle-1__batch-FJ45__well-F15__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/008/ERR2398928
PRJEB22684	SAMEA104683860	ERX2439732	ERR2398929	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2398929/ERR2398929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2398929/ERR2398929_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398929/NCAP-SELEX__ligand-lig200__TF-ELF1__cycle-2__batch-FJ45__well-F15__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398929/NCAP-SELEX__ligand-lig200__TF-ELF1__cycle-2__batch-FJ45__well-F15__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/009/ERR2398929
PRJEB22684	SAMEA104683861	ERX2439733	ERR2398930	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2398930/ERR2398930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2398930/ERR2398930_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398930/NCAP-SELEX__ligand-lig200__TF-ELF1__cycle-3__batch-FJ45__well-F15__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398930/NCAP-SELEX__ligand-lig200__TF-ELF1__cycle-3__batch-FJ45__well-F15__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/000/ERR2398930
PRJEB22684	SAMEA104683862	ERX2439734	ERR2398931	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2398931/ERR2398931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2398931/ERR2398931_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398931/NCAP-SELEX__ligand-lig200__TF-ELF1__cycle-4__batch-FJ45__well-F15__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398931/NCAP-SELEX__ligand-lig200__TF-ELF1__cycle-4__batch-FJ45__well-F15__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/001/ERR2398931
PRJEB22684	SAMEA104683863	ERX2439735	ERR2398932	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2398932/ERR2398932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2398932/ERR2398932_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398932/NCAP-SELEX__ligand-lig200__TF-ELF2__cycle-1__batch-FJ45__well-M24__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398932/NCAP-SELEX__ligand-lig200__TF-ELF2__cycle-1__batch-FJ45__well-M24__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/002/ERR2398932
PRJEB22684	SAMEA104683864	ERX2439736	ERR2398933	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2398933/ERR2398933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2398933/ERR2398933_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398933/NCAP-SELEX__ligand-lig200__TF-ELF2__cycle-2__batch-FJ45__well-M24__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398933/NCAP-SELEX__ligand-lig200__TF-ELF2__cycle-2__batch-FJ45__well-M24__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/003/ERR2398933
PRJEB22684	SAMEA104683865	ERX2439737	ERR2398934	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2398934/ERR2398934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2398934/ERR2398934_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398934/NCAP-SELEX__ligand-lig200__TF-ELF2__cycle-3__batch-FJ45__well-M24__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398934/NCAP-SELEX__ligand-lig200__TF-ELF2__cycle-3__batch-FJ45__well-M24__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/004/ERR2398934
PRJEB22684	SAMEA104683866	ERX2439738	ERR2398935	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2398935/ERR2398935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2398935/ERR2398935_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398935/NCAP-SELEX__ligand-lig200__TF-ELF2__cycle-4__batch-FJ45__well-M24__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398935/NCAP-SELEX__ligand-lig200__TF-ELF2__cycle-4__batch-FJ45__well-M24__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/005/ERR2398935
PRJEB22684	SAMEA104683867	ERX2439739	ERR2398936	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2398936/ERR2398936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2398936/ERR2398936_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398936/NCAP-SELEX__ligand-lig200__TF-ELF4__cycle-1__batch-FJ45__well-F1__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398936/NCAP-SELEX__ligand-lig200__TF-ELF4__cycle-1__batch-FJ45__well-F1__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/006/ERR2398936
PRJEB22684	SAMEA104683868	ERX2439740	ERR2398937	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2398937/ERR2398937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2398937/ERR2398937_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398937/NCAP-SELEX__ligand-lig200__TF-ELF4__cycle-2__batch-FJ45__well-F1__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398937/NCAP-SELEX__ligand-lig200__TF-ELF4__cycle-2__batch-FJ45__well-F1__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/007/ERR2398937
PRJEB22684	SAMEA104683869	ERX2439741	ERR2398938	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2398938/ERR2398938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2398938/ERR2398938_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398938/NCAP-SELEX__ligand-lig200__TF-ELF4__cycle-3__batch-FJ45__well-F1__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398938/NCAP-SELEX__ligand-lig200__TF-ELF4__cycle-3__batch-FJ45__well-F1__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/008/ERR2398938
PRJEB22684	SAMEA104683870	ERX2439742	ERR2398939	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2398939/ERR2398939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2398939/ERR2398939_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398939/NCAP-SELEX__ligand-lig200__TF-ELF4__cycle-4__batch-FJ45__well-F1__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398939/NCAP-SELEX__ligand-lig200__TF-ELF4__cycle-4__batch-FJ45__well-F1__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/009/ERR2398939
PRJEB22684	SAMEA104683871	ERX2439743	ERR2398940	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2398940/ERR2398940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2398940/ERR2398940_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398940/NCAP-SELEX__ligand-lig200__TF-ELF5__cycle-1__batch-FJ45__well-J6__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398940/NCAP-SELEX__ligand-lig200__TF-ELF5__cycle-1__batch-FJ45__well-J6__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/000/ERR2398940
PRJEB22684	SAMEA104683872	ERX2439744	ERR2398941	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2398941/ERR2398941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2398941/ERR2398941_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398941/NCAP-SELEX__ligand-lig200__TF-ELF5__cycle-2__batch-FJ45__well-J6__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398941/NCAP-SELEX__ligand-lig200__TF-ELF5__cycle-2__batch-FJ45__well-J6__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/001/ERR2398941
PRJEB22684	SAMEA104683873	ERX2439745	ERR2398942	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2398942/ERR2398942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2398942/ERR2398942_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398942/NCAP-SELEX__ligand-lig200__TF-ELF5__cycle-3__batch-FJ45__well-J6__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398942/NCAP-SELEX__ligand-lig200__TF-ELF5__cycle-3__batch-FJ45__well-J6__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/002/ERR2398942
PRJEB22684	SAMEA104683874	ERX2439746	ERR2398943	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2398943/ERR2398943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2398943/ERR2398943_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398943/NCAP-SELEX__ligand-lig200__TF-ELF5__cycle-4__batch-FJ45__well-J6__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398943/NCAP-SELEX__ligand-lig200__TF-ELF5__cycle-4__batch-FJ45__well-J6__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/003/ERR2398943
PRJEB22684	SAMEA104683875	ERX2439747	ERR2398944	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2398944/ERR2398944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2398944/ERR2398944_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398944/NCAP-SELEX__ligand-lig200__TF-ELK3__cycle-1__batch-FJ45__well-L16__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398944/NCAP-SELEX__ligand-lig200__TF-ELK3__cycle-1__batch-FJ45__well-L16__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/004/ERR2398944
PRJEB22684	SAMEA104683876	ERX2439748	ERR2398945	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2398945/ERR2398945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2398945/ERR2398945_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398945/NCAP-SELEX__ligand-lig200__TF-ELK3__cycle-2__batch-FJ45__well-L16__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398945/NCAP-SELEX__ligand-lig200__TF-ELK3__cycle-2__batch-FJ45__well-L16__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/005/ERR2398945
PRJEB22684	SAMEA104683877	ERX2439749	ERR2398946	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2398946/ERR2398946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2398946/ERR2398946_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398946/NCAP-SELEX__ligand-lig200__TF-ELK3__cycle-3__batch-FJ45__well-L16__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398946/NCAP-SELEX__ligand-lig200__TF-ELK3__cycle-3__batch-FJ45__well-L16__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/006/ERR2398946
PRJEB22684	SAMEA104683878	ERX2439750	ERR2398947	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2398947/ERR2398947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2398947/ERR2398947_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398947/NCAP-SELEX__ligand-lig200__TF-ELK3__cycle-4__batch-FJ45__well-L16__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398947/NCAP-SELEX__ligand-lig200__TF-ELK3__cycle-4__batch-FJ45__well-L16__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/007/ERR2398947
PRJEB22684	SAMEA104683879	ERX2439751	ERR2398948	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2398948/ERR2398948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2398948/ERR2398948_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398948/NCAP-SELEX__ligand-lig200__TF-EN1__cycle-1__batch-FJ45__well-P1__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2398948/NCAP-SELEX__ligand-lig200__TF-EN1__cycle-1__batch-FJ45__well-P1__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/008/ERR2398948
